Id_Cliente,id_Agencia,Frecuencia,Vol_Entrega,lat,lon
621,A1,1,7,20.4990430,-98.1737790
622,A1,1,4,20.5428670,-98.2085640
623,A1,1,0,20.4797710,-98.1900930
624,A1,1,7,20.5522210,-98.1425040
625,A1,1,15,20.4886670,-98.2423590
626,A1,1,4,20.5612330,-98.1349470
627,A1,1,1,20.5603910,-98.1317410
628,A1,1,1,20.5775540,-98.1410300
629,A1,1,11,20.4687360,-98.2536080
630,A1,1,9,20.5119560,-98.2061820
631,A1,1,49,20.5530130,-98.1473850
632,A1,1,2,20.4497310,-98.1691180
633,A1,1,12,20.5450090,-98.1494390
634,A1,1,39,20.5247600,-98.2198290
635,A1,1,4,20.5307540,-98.1412050
636,A1,1,2,20.4467000,-98.1677670
637,A1,1,3,20.4789390,-98.1695740
638,A1,1,32,20.5075590,-98.2392490
639,A1,1,69,20.5389620,-98.1674970
640,A1,1,28,20.5105630,-98.2056130
641,A1,1,1,20.5086490,-98.2195690
642,A1,1,3,20.5304640,-98.1930670
643,A1,2,30.5,20.4610640,-98.1759680
644,A1,1,3,20.5153290,-98.2134010
645,A1,1,13,20.5431980,-98.2070210
646,A1,1,3,20.4785630,-98.1617050
647,A1,1,39,20.4704090,-98.1348340
648,A1,1,3,20.5381680,-98.2292660
649,A1,1,1,20.4824380,-98.1609950
650,A1,1,5,20.5232230,-98.2732690
651,A1,2,18.5,20.4850400,-98.1897440
652,A1,1,15,20.5163610,-98.1958400
653,A1,1,24,20.4816560,-98.1349190
654,A1,1,7,20.5083100,-98.1967530
655,A1,1,67,20.4680030,-98.2115990
656,A1,1,4,20.4724380,-98.1717780
657,A1,1,14,20.5301310,-98.2321120
658,A1,1,1,20.5385890,-98.2425870
659,A1,1,1,20.4944950,-98.2557100
660,A1,1,3,20.5475840,-98.1234980
661,A1,1,38,20.5288920,-98.2135650
662,A1,1,1,20.5214790,-98.1454110
663,A1,1,11,20.5367070,-98.1334880
664,A1,1,3,20.5099680,-98.2239350
665,A1,1,87,20.5512640,-98.2272370
666,A1,1,2,20.5585130,-98.2211330
667,A1,1,55,20.5135540,-98.2293140
668,A1,1,29,20.4556000,-98.2175100
669,A1,1,46,20.5517940,-98.1233980
670,A1,1,25,20.5091200,-98.1957690
671,A1,1,78,20.4717640,-98.1904570
672,A1,1,4,20.4791290,-98.1855840
673,A1,1,5,20.5218170,-98.1455590
674,A1,1,141,20.5620400,-98.1890370
675,A1,1,20,20.4457790,-98.1662140
676,A1,2,24.5,20.4746290,-98.1823170
677,A1,1,42,20.5064020,-98.2348980
678,A1,1,7,20.5254180,-98.1362960
679,A1,1,31,20.5441600,-98.1223750
680,A1,1,117,20.5345000,-98.1462000
681,A1,1,2,20.5354600,-98.1918400
682,A1,1,12,20.4973590,-98.1564350
683,A1,1,10,20.5670700,-98.2171050
684,A1,1,3,20.5137610,-98.2439330
685,A1,1,64,20.5187230,-98.2209100
686,A1,1,3,20.5246330,-98.2295550
687,A1,1,23,20.4661390,-98.2578200
688,A1,1,36,20.4854810,-98.2642130
689,A1,1,1,20.5445600,-98.2169640
690,A1,1,2,20.5112110,-98.2198840
691,A1,1,5,20.5676270,-98.2118590
692,A1,1,33,20.4656590,-98.2812690
693,A1,1,5,20.4623190,-98.1783530
694,A1,1,1,20.4842090,-98.1352840
695,A1,1,5,20.5131690,-98.1709290
696,A1,1,0,20.5171840,-98.2127820
697,A1,1,3,20.4716060,-98.1507990
698,A1,1,1,20.4559570,-98.1577670
699,A1,1,149,20.5619800,-98.1921670
700,A1,1,11,20.5259980,-98.1860740
701,A1,1,3,20.5323010,-98.2132020
702,A1,1,0,20.5535260,-98.1522050
703,A1,1,7,20.4951320,-98.2913630
704,A1,2,1.5,20.5387790,-98.1913330
705,A1,1,2,20.4468490,-98.1738400
706,A1,1,4,20.5452320,-98.2083090
707,A1,1,5,20.4464560,-98.1723970
708,A1,2,17,20.5308590,-98.1727800
709,A1,1,2,20.5134540,-98.2151620
710,A1,1,2,20.4553560,-98.1545070
711,A1,1,33,20.4599390,-98.1513450
712,A1,1,1,20.4978840,-98.2471780
713,A1,1,1,20.5264100,-98.1874740
714,A1,1,2,20.5097380,-98.2299420
715,A1,1,3,20.4606990,-98.1675160
716,A1,1,20,20.5431930,-98.1991380
717,A1,1,4,20.4729020,-98.1529820
718,A1,1,5,20.4615340,-98.1506170
719,A1,1,5,20.5403100,-98.2106930
720,A1,1,2,20.5535270,-98.1230220
721,A1,1,2,20.5514090,-98.1413910
722,A1,1,138,20.5146840,-98.2128660
723,A1,1,133,20.4766510,-98.1754280
724,A1,1,83,20.5162440,-98.1932660
725,A1,1,7,20.4456080,-98.1608170
726,A1,1,4,20.5391310,-98.2229720
727,A1,1,10,20.4646020,-98.1548160
728,A1,1,7,20.5244490,-98.2246080
729,A1,1,6,20.4683520,-98.1829870
730,A1,1,10,20.4819360,-98.1398550
731,A1,1,4,20.4643990,-98.2723590
732,A1,1,15,20.4664870,-98.2678270
733,A1,1,51,20.4663500,-98.2067660
734,A1,1,5,20.5136800,-98.2331670
735,A1,1,1,20.5012130,-98.2609030
736,A1,1,13,20.4641850,-98.1315490
737,A1,1,4,20.5396470,-98.1857970
738,A1,1,17,20.5285270,-98.1892350
739,A1,1,80,20.4687790,-98.1632540
740,A1,1,11,20.5441260,-98.2218130
741,A1,1,2,20.5094680,-98.2406580
742,A1,1,27,20.4987230,-98.1976610
743,A1,1,3,20.4708160,-98.1544790
744,A1,1,1,20.4827530,-98.2423830
745,A1,1,10,20.4874970,-98.2369070
746,A1,1,3,20.5225990,-98.2363980
747,A1,1,12,20.5103240,-98.2022530
748,A1,1,1,20.4809790,-98.1331270
749,A1,1,97,20.5329190,-98.1893330
750,A1,1,4,20.4879320,-98.1928610
751,A1,1,1,20.5364090,-98.2009110
752,A1,1,4,20.5479560,-98.2008340
753,A1,1,68,20.4805410,-98.2060930
754,A1,1,78,20.4952340,-98.2393730
755,A1,1,1,20.5477110,-98.1882700
756,A1,1,3,20.4655550,-98.2680480
757,A1,1,115,20.4844520,-98.1990180
758,A1,1,33,20.4808050,-98.2231100
759,A1,1,2,20.5015560,-98.2269870
760,A1,1,24,20.5176720,-98.2371360
761,A1,1,25,20.4813880,-98.2027130
762,A1,1,4,20.4835080,-98.1809850
763,A1,1,52,20.5487410,-98.1390720
764,A1,1,33,20.4888580,-98.1863820
765,A1,1,44,20.5152770,-98.2373220
766,A1,2,63,20.5562040,-98.1900310
767,A1,1,7,20.5226070,-98.1666870
768,A1,2,26,20.5027720,-98.1126300
769,A1,1,41,20.4849630,-98.2522620
770,A1,1,51,20.5001990,-98.1967550
771,A1,1,13,20.4531390,-98.1556890
772,A1,1,10,20.4895240,-98.1794840
773,A1,1,18,20.5662710,-98.1404450
774,A1,1,59,20.5098030,-98.2263130
775,A1,2,14,20.4791020,-98.2435770
776,A1,1,0,20.4512290,-98.1784570
777,A1,1,8,20.5076800,-98.2422600
778,A1,1,44,20.4859900,-98.1903180
779,A1,1,23,20.5021390,-98.1537520
780,A1,1,50,20.4963280,-98.2692020
781,A1,1,20,20.5202970,-98.1610710
782,A1,1,60,20.5012020,-98.1879860
783,A1,1,40,20.5134820,-98.2535560
784,A1,2,63.5,20.4614740,-98.2128910
785,A1,1,33,20.5405780,-98.1533720
786,A1,1,32,20.5546770,-98.1690620
787,A1,1,1,20.5179960,-98.2020610
788,A1,1,3,20.5184480,-98.1768210
789,A1,1,10,20.5196230,-98.1677970
790,A1,1,32,20.5195930,-98.2300540
791,A1,1,4,20.4879500,-98.2087440
792,A1,2,1,20.5277360,-98.2644640
793,A1,1,27,20.5013150,-98.1995680
794,A1,1,3,20.4585040,-98.1653950
795,A1,1,6,20.5080350,-98.2427460
796,A1,1,2,20.5190640,-98.1733070
797,A1,1,24,20.4857560,-98.1599410
798,A1,1,34,20.4712620,-98.1871530
799,A1,1,39,20.4778040,-98.1600440
800,A1,1,50,20.5056880,-98.2733980
801,A1,1,3,20.5320960,-98.1545430
802,A1,1,103,20.5628480,-98.1363240
803,A1,1,7,20.5048280,-98.2142490
804,A1,1,171,20.5731130,-98.1383930
805,A1,1,12,20.4674800,-98.1406110
806,A1,1,4,20.5200190,-98.2176860
807,A1,1,16,20.4828950,-98.1762430
808,A1,1,44,20.4936170,-98.1862320
809,A1,1,1,20.4691930,-98.1894220
810,A1,1,86,20.4494330,-98.1647300
811,A1,1,2,20.5769120,-98.2174830
812,A1,1,29,20.4948410,-98.2776640
813,A1,1,23,20.4637530,-98.2240840
814,A1,1,7,20.5275810,-98.2517680
815,A1,1,20,20.5267050,-98.1534280
816,A1,1,12,20.5221310,-98.1815830
817,A1,1,1,20.4729770,-98.1897830
818,A1,2,17,20.4993300,-98.2439380
819,A1,1,7,20.4696970,-98.1745120
820,A1,1,52,20.4894580,-98.2421730
821,A1,1,5,20.5112110,-98.1845070
822,A1,1,3,20.4868710,-98.1784820
823,A1,1,2,20.5478050,-98.2024370
824,A1,1,6,20.4904930,-98.2505620
825,A1,1,4,20.5113000,-98.2195370
826,A1,1,1,20.5339020,-98.1985680
827,A1,1,2,20.4603150,-98.1491170
828,A1,1,2,20.5382940,-98.2452190
829,A1,1,31,20.5524920,-98.1440220
830,A1,1,7,20.4446610,-98.2113220
831,A1,1,7,20.5307000,-98.1918580
832,A1,1,8,20.4818430,-98.2204770
833,A1,1,12,20.5392760,-98.2301560
834,A1,1,1,20.5130040,-98.2285940
835,A1,1,6,20.4714560,-98.1773080
836,A1,1,1,20.4924870,-98.1341540
837,A1,1,8,20.5178180,-98.1724840
838,A1,1,8,20.5323530,-98.1826970
839,A1,1,2,20.5469640,-98.1933580
840,A1,1,0,20.5372730,-98.1430070
841,A1,1,9,20.5731150,-98.2134870
842,A1,1,0,20.4530180,-98.1474470
843,A1,1,12,20.5197020,-98.1410710
844,A1,2,20.5,20.4741300,-98.1364100
845,A1,1,51,20.4866130,-98.2891550
846,A1,1,10,20.5512970,-98.2038380
847,A1,1,3,20.4892490,-98.2694210
848,A1,1,1,20.4790100,-98.1503130
849,A1,1,7,20.5491210,-98.1534840
850,A1,1,22,20.5065470,-98.2597300
851,A1,2,2,20.4830720,-98.2389950
852,A1,1,14,20.5033920,-98.2272700
853,A1,1,4,20.5495840,-98.1993640
854,A1,1,3,20.4479560,-98.1473450
855,A1,1,7,20.5121390,-98.2234010
856,A1,1,3,20.5292680,-98.1665860
857,A1,1,7,20.4521430,-98.1653230
858,A1,1,34,20.4889550,-98.2173620
859,A1,1,1,20.4616120,-98.1590460
860,A1,1,2,20.4705900,-98.1325400
861,A1,1,11,20.4820020,-98.1988600
862,A1,1,2,20.5286890,-98.1644610
863,A1,1,1,20.5434780,-98.2135480
864,A1,1,3,20.5549370,-98.1702100
865,A1,1,12,20.5288160,-98.1570850
866,A1,1,1,20.4713660,-98.1701100
867,A1,1,11,20.5595400,-98.1612110
868,A1,1,4,20.5336900,-98.1353960
869,A1,1,7,20.4887620,-98.2230780
870,A1,1,60,20.5334410,-98.2176890
871,A1,1,87,20.5095060,-98.2060150
872,A1,2,23,20.5372860,-98.2090360
873,A1,1,5,20.5377690,-98.1924490
874,A1,1,11,20.5270270,-98.1940710
875,A1,1,2,20.4882850,-98.2197350
876,A1,1,26,20.4805370,-98.1766330
877,A1,1,12,20.4825730,-98.2197620
878,A1,1,14,20.4543580,-98.1653970
879,A1,2,13.5,20.4544770,-98.1659630
880,A1,1,2,20.4980650,-98.1916040
881,A1,1,7,20.4557370,-98.1579220
882,A1,1,14,20.5637020,-98.1694730
883,A1,1,6,20.5130640,-98.1462710
884,A1,1,4,20.5164340,-98.1670160
885,A1,1,1,20.5250740,-98.2353610
886,A1,1,55,20.4669670,-98.1986160
887,A1,1,11,20.5139290,-98.1999130
888,A1,1,2,20.5287800,-98.1995870
889,A1,1,2,20.5389210,-98.2022060
890,A1,1,5,20.5408270,-98.1738270
891,A1,1,12,20.4542130,-98.1587090
892,A1,1,1,20.5095420,-98.1571010
893,A1,1,1,20.4928470,-98.2079650
894,A1,1,0,20.5430720,-98.1649850
895,A1,1,10,20.4743390,-98.1409260
896,A1,1,2,20.5058390,-98.1813770
897,A1,2,10,20.5271640,-98.2235510
898,A1,1,2,20.5210200,-98.2204710
899,A1,1,19,20.4721770,-98.1832300
900,A1,2,1.5,20.4440700,-98.1524150
901,A1,1,4,20.4854410,-98.1792450
902,A1,1,4,20.4993430,-98.2212400
903,A1,1,57,20.5378600,-98.1898290
904,A1,1,41,20.4985870,-98.1902630
905,A1,1,0,20.5584660,-98.1349250
906,A1,1,3,20.4712760,-98.1555920
907,A1,1,20,20.5004220,-98.1722580
908,A1,1,7,20.5218130,-98.1538420
909,A1,1,13,20.5503010,-98.1749360
910,A1,1,9,20.4929460,-98.1704120
911,A1,1,6,20.4573430,-98.2193130
912,A1,1,2,20.5248210,-98.2317920
913,A1,1,16,20.4812620,-98.1855840
914,A1,1,4,20.4657470,-98.1743290
915,A1,1,56,20.4920130,-98.1581540
916,A1,1,19,20.5180490,-98.2186390
917,A1,1,4,20.5492740,-98.1842830
918,A1,1,4,20.5264290,-98.2347630
919,A1,1,15,20.4724310,-98.1799720
920,A1,1,4,20.5704970,-98.1398210
921,A1,1,15,20.5327270,-98.1498800
922,A1,1,5,20.5101340,-98.2107650
923,A1,1,14,20.4551720,-98.1617120
924,A1,1,12,20.5255450,-98.2214010
925,A1,1,19,20.4809100,-98.2106440
926,A1,1,2,20.5062760,-98.1835820
927,A1,1,90,20.4734600,-98.1812800
928,A1,1,2,20.4737570,-98.2356160
929,A1,1,0,20.5173660,-98.1911070
930,A1,1,1,20.4826610,-98.2213000
931,A1,1,2,20.5415640,-98.2000870
932,A1,1,54,20.5311210,-98.2190490
933,A1,1,3,20.5188510,-98.1366720
934,A1,2,6.5,20.5790250,-98.2205250
935,A1,1,9,20.4766970,-98.1892300
936,A1,1,43,20.5104220,-98.1524390
937,A1,1,37,20.5055710,-98.1407330
938,A1,1,7,20.5209230,-98.1237150
939,A1,1,2,20.5301140,-98.2185710
940,A1,1,3,20.5162380,-98.1560900
941,A1,1,4,20.4878240,-98.1915210
942,A1,1,6,20.5509480,-98.1767150
943,A1,1,17,20.5289890,-98.1247470
944,A1,1,3,20.5114160,-98.1793600
945,A1,1,8,20.5046860,-98.1266420
946,A1,1,19,20.5181730,-98.1738360
947,A1,1,0,20.5182140,-98.1614590
948,A1,1,0,20.5588980,-98.1318880
949,A1,1,10,20.4928880,-98.2628100
950,A1,1,1,20.4623450,-98.2063290
951,A1,1,111,20.4613070,-98.2892840
952,A1,1,25,20.4729960,-98.2424770
953,A1,2,71.5,20.4444440,-98.2284520
954,A1,1,3,20.5681970,-98.2096850
955,A1,1,9,20.4816490,-98.1434660
956,A1,2,13,20.5015130,-98.1645030
957,A1,1,14,20.4874490,-98.1573420
958,A1,1,17,20.5164570,-98.1670950
959,A1,1,61,20.4604530,-98.1917950
960,A1,1,35,20.5420800,-98.1354070
961,A1,1,2,20.5213890,-98.1596090
962,A1,1,17,20.5172970,-98.2008730
963,A1,1,115,20.5456080,-98.1332510
964,A1,1,83,20.4923780,-98.2188750
965,A1,2,5,20.5062340,-98.2405850
966,A1,2,20.5,20.4856100,-98.2411410
967,A1,1,2,20.5422620,-98.1832850
968,A1,2,29.5,20.5346960,-98.2338530
969,A1,1,46,20.5139360,-98.1294400
970,A1,1,3,20.4584480,-98.1782860
971,A1,1,5,20.5754510,-98.1977620
972,A1,1,2,20.5148240,-98.1234190
973,A1,1,1,20.5516810,-98.1484210
974,A1,1,8,20.4870050,-98.2545830
975,A1,1,1,20.4477340,-98.1636930
976,A1,1,4,20.4981940,-98.2758940
977,A1,1,5,20.4887720,-98.1271390
978,A1,1,3,20.5339680,-98.2210860
979,A1,2,33,20.4946550,-98.1990260
980,A1,1,0,20.5634980,-98.2108520
981,A1,1,5,20.5047190,-98.1506100
982,A1,2,3.5,20.4991590,-98.2452050
983,A1,1,6,20.5485810,-98.2042010
984,A1,2,18,20.4660830,-98.1904930
985,A1,1,11,20.5600380,-98.1329920
986,A1,1,10,20.5074390,-98.2758290
987,A1,1,2,20.5528380,-98.1797740
988,A1,1,4,20.5314970,-98.1659980
989,A1,1,10,20.4998680,-98.2545520
990,A1,1,120,20.5501180,-98.1490020
991,A1,1,21,20.4950650,-98.2652580
992,A1,1,54,20.5649620,-98.1426980
993,A1,1,6,20.4680590,-98.1672120
994,A1,1,10,20.4843490,-98.2591120
995,A1,1,7,20.5446110,-98.1298880
996,A1,1,7,20.4950050,-98.2505830
997,A1,1,0,20.5388770,-98.2051680
998,A1,1,3,20.5155070,-98.1762040
999,A1,1,4,20.4905780,-98.2089540
1000,A1,1,8,20.4438120,-98.1601490
1001,A1,1,12,20.4856500,-98.1496730
1002,A1,1,2,20.5323120,-98.1691700
1003,A1,1,2,20.5529530,-98.2189190
1004,A1,1,44,20.5384210,-98.1360760
1005,A1,1,3,20.5575510,-98.2130300
1006,A1,1,8,20.5356080,-98.1930170
1007,A1,1,4,20.5053550,-98.2033450
1008,A1,1,45,20.4865580,-98.1569490
1009,A1,1,1,20.5599270,-98.2004510
1010,A1,1,1,20.5659530,-98.2169190
1011,A1,1,9,20.5659670,-98.2072750
1012,A1,1,10,20.5076780,-98.1175590
1013,A1,1,9,20.5401730,-98.1963280
1014,A1,1,8,20.5013930,-98.1313610
1015,A1,1,13,20.5050020,-98.2989480
1016,A1,1,46,20.4557970,-98.1622490
1017,A1,2,76.5,20.4721570,-98.2318560
1018,A1,1,39,20.4796460,-98.1750550
1019,A1,1,2,20.5392810,-98.2235180
1020,A1,1,2,20.5358240,-98.2086800
1021,A1,1,4,20.4532390,-98.1548340
1022,A1,1,1,20.4755440,-98.1960140
1023,A1,1,86,20.5235490,-98.1661030
1024,A1,1,4,20.5463520,-98.1839630
1025,A1,1,2,20.4879590,-98.1326980
1026,A1,1,4,20.5065290,-98.1604910
1027,A1,1,13,20.5172570,-98.1795070
1028,A1,1,2,20.4973400,-98.1395380
1029,A1,1,2,20.4902640,-98.2831330
1030,A1,1,8,20.5673780,-98.2132230
1031,A1,1,52,20.4971080,-98.1943150
1032,A1,1,26,20.5061050,-98.2073920
1033,A1,1,37,20.4501130,-98.1731320
1034,A1,1,9,20.5132470,-98.1830640
1035,A1,1,2,20.5790520,-98.2240670
1036,A1,1,2,20.5485180,-98.1844340
1037,A1,2,9,20.4816280,-98.2241010
1038,A1,1,8,20.4498480,-98.1716100
1039,A1,1,19,20.5305880,-98.1323750
1040,A1,1,2,20.5122790,-98.1896980
1041,A1,1,4,20.4932030,-98.1831780
1042,A1,1,1,20.4488830,-98.1657420
1043,A1,1,3,20.5301900,-98.2075330
1044,A1,1,120,20.4820280,-98.1866710
1045,A1,1,7,20.5149930,-98.2165500
1046,A1,1,8,20.4940850,-98.1858040
1047,A1,1,3,20.5293840,-98.2002920
1048,A1,1,90,20.4944210,-98.2787400
1049,A1,1,2,20.4960560,-98.2464750
1050,A1,1,2,20.5119990,-98.2172930
1051,A1,1,2,20.5401770,-98.2239190
1052,A1,1,2,20.5519500,-98.2251460
1053,A1,1,63,20.5013990,-98.2126060
1054,A1,1,5,20.4857630,-98.2201930
1055,A1,1,129,20.4697420,-98.1990300
1056,A1,1,1,20.4951860,-98.1977300
1057,A1,1,2,20.5527290,-98.2106380
1058,A1,1,55,20.4804490,-98.2177810
1059,A1,1,84,20.5572950,-98.1468840
1060,A1,1,1,20.5060310,-98.1369550
1061,A1,2,11,20.4921490,-98.2106290
1062,A1,1,15,20.4921570,-98.1890690
1063,A1,1,11,20.5115310,-98.1733270
1064,A1,1,10,20.5541560,-98.1838610
1065,A1,1,4,20.5591810,-98.1394530
1066,A1,1,4,20.5003260,-98.1570860
1067,A1,1,1,20.4761170,-98.2418930
1068,A1,1,1,20.4738940,-98.2453220
1069,A1,1,15,20.4908020,-98.2728800
1070,A1,1,21,20.5836530,-98.1323910
1071,A1,1,2,20.5413220,-98.1978150
1072,A1,1,1,20.5351600,-98.2344250
1073,A1,1,144,20.4792940,-98.2495070
1074,A1,1,7,20.5198520,-98.1765730
1075,A1,1,2,20.4706620,-98.1581220
1076,A1,1,0,20.5632940,-98.2043700
1077,A1,1,2,20.5647380,-98.1318760
1078,A1,1,2,20.5353430,-98.1862700
1079,A1,1,11,20.4704810,-98.1808440
1080,A1,1,8,20.5100980,-98.2239680
1081,A1,1,65,20.5420110,-98.1315710
1082,A1,1,33,20.5109660,-98.1577250
1083,A1,1,14,20.5119730,-98.1792320
1084,A1,1,2,20.5207190,-98.2284600
1085,A1,1,7,20.5551160,-98.1950020
1086,A1,2,1.5,20.5375800,-98.1953100
1087,A1,1,2,20.4857690,-98.2684550
1088,A1,1,4,20.4566920,-98.1602710
1089,A1,1,34,20.5130060,-98.1570870
1090,A1,1,2,20.5410480,-98.1913860
1091,A1,1,7,20.5237820,-98.1676800
1092,A1,1,3,20.5196190,-98.1521940
1093,A1,1,14,20.5553620,-98.2222610
1094,A1,1,1,20.5656020,-98.2135430
1095,A1,1,2,20.5379970,-98.2041790
1096,A1,1,0,20.5736790,-98.2032720
1097,A1,1,6,20.5420140,-98.2236220
1098,A1,1,2,20.4854090,-98.2864820
1099,A1,1,3,20.5359360,-98.2343670
1100,A1,1,3,20.5429970,-98.2016620
1101,A1,1,9,20.5358790,-98.2023510
1102,A1,1,7,20.4576290,-98.1618730
1103,A1,1,0,20.5163840,-98.1897170
1104,A1,1,7,20.5351160,-98.1847590
1105,A1,1,1,20.5401260,-98.1873230
1106,A1,1,1,20.5350600,-98.2057480
1107,A1,1,2,20.5565720,-98.1735260
1108,A1,1,2,20.5083840,-98.1857170
1109,A1,1,4,20.5489160,-98.1874640
1110,A1,1,2,20.5494730,-98.1553530
1111,A1,1,4,20.5564180,-98.1416970
1112,A1,1,2,20.5348910,-98.1990900
1113,A1,1,2,20.4759360,-98.1535700
1114,A1,1,30,20.4589020,-98.1535150
1115,A1,2,13,20.5732680,-98.1241090
1116,A1,1,1,20.5503040,-98.1808250
1117,A1,1,2,20.4759850,-98.1831840
1118,A1,1,11,20.4961130,-98.1727800
1119,A1,2,51,20.4969280,-98.1240250
1120,A1,1,2,20.4663670,-98.1830910
1121,A1,1,3,20.4946650,-98.1793250
1122,A1,1,5,20.5758140,-98.1454340
1123,A1,1,2,20.5446940,-98.1320960
1124,A1,1,2,20.5490620,-98.2011660
1125,A1,1,61,20.5450460,-98.1744860
1126,A1,1,81,20.4958240,-98.2822930
1127,A1,1,2,20.4665950,-98.2696650
1128,A1,1,4,20.4531460,-98.1961210
1129,A1,1,25,20.5181330,-98.1651840
1130,A1,1,2,20.5186700,-98.2253400
1131,A1,1,2,20.4938260,-98.2870790
1132,A1,1,13,20.5364610,-98.2009760
1133,A1,1,2,20.5399550,-98.1968690
1134,A1,1,11,20.5583200,-98.2122070
1135,A1,1,34,20.5215260,-98.1992970
1136,A1,1,21,20.5133950,-98.1616640
1137,A1,1,4,20.5255980,-98.1856050
1138,A1,1,3,20.5021290,-98.1721260
1139,A1,1,1,20.5045040,-98.2337480
1140,A1,1,13,20.5446210,-98.2296010
1141,A1,1,31,20.5573920,-98.1443550
1142,A1,1,2,20.4880600,-98.1934460
1143,A1,1,20,20.5306250,-98.1961170
1144,A1,1,15,20.5118230,-98.1950740
1145,A1,1,24,20.5423340,-98.2261830
1146,A1,1,14,20.5226390,-98.1786010
1147,A1,1,1,20.4908380,-98.1179200
1148,A1,1,18,20.5543010,-98.1528990
1149,A1,1,28,20.4719580,-98.1528300
1150,A1,1,3,20.5485420,-98.1857710
1151,A1,1,34,20.4912370,-98.1894430
1152,A1,1,4,20.5402810,-98.2047370
1153,A1,1,2,20.5504770,-98.1898760
1154,A1,1,3,20.5444040,-98.1953440
1155,A1,1,28,20.4678010,-98.1951730
1156,A1,1,7,20.5496050,-98.1255380
1157,A1,1,1,20.5419740,-98.2198120
1158,A1,1,4,20.5502100,-98.2079800
1159,A1,1,7,20.5327990,-98.2088820
1160,A1,2,4.5,20.5293280,-98.1946080
1161,A1,1,34,20.5526920,-98.2087280
1162,A1,1,3,20.5400460,-98.1869110
1163,A1,1,3,20.5028590,-98.1589990
1164,A1,1,4,20.5044100,-98.1827410
1165,A1,1,7,20.5470550,-98.1947750
1166,A1,1,175,20.5415000,-98.1833710
1167,A1,1,16,20.5406500,-98.2030450
1168,A1,1,6,20.5398540,-98.2171870
1169,A1,1,15,20.5496910,-98.1939790
1170,A1,1,2,20.5317350,-98.1416540
1171,A1,1,6,20.5456580,-98.1985480
1172,A1,1,2,20.5587690,-98.1943030
1173,A1,1,1,20.5578300,-98.2063620
1174,A1,1,2,20.5385380,-98.2495880
1175,A1,1,1,20.5376070,-98.2006590
1176,A1,1,10,20.4619850,-98.2891400
1177,A1,1,71,20.5401180,-98.1916060
1178,A1,1,6,20.4718870,-98.1541430
1179,A1,1,33,20.5297780,-98.1619950
1180,A1,1,12,20.4711570,-98.1731460
1181,A1,1,1,20.4971990,-98.1455380
1182,A1,1,5,20.5337720,-98.2100470
1183,A1,1,2,20.5206430,-98.2633510
1184,A1,1,19,20.5182190,-98.1658550
1185,A1,1,15,20.5324160,-98.2059250
1186,A1,1,10,20.5714290,-98.2120000
1187,A1,2,4.5,20.5385610,-98.2009220
1188,A1,1,0,20.4972000,-98.2833250
1189,A1,1,6,20.5443280,-98.2356900
1190,A1,1,1,20.5627680,-98.2142860
1191,A1,1,2,20.4381410,-98.1488630
1192,A1,1,7,20.5567000,-98.1960930
1193,A1,1,1,20.5669560,-98.2079810
1194,A1,1,0,20.5488440,-98.2318830
1195,A1,1,2,20.4562410,-98.2701560
1196,A1,1,5,20.5238690,-98.1993460
1197,A1,1,4,20.5747590,-98.2144620
1198,A1,1,6,20.5521390,-98.1300510
1199,A1,1,4,20.4999220,-98.2831250
1200,A1,1,2,20.5322620,-98.2202080
1201,A1,1,44,20.4712790,-98.2558030
1202,A1,1,23,20.5337470,-98.2153630
1203,A1,1,7,20.5636810,-98.1277880
1204,A1,1,1,20.4698000,-98.1798070
1205,A1,1,2,20.5444220,-98.2136620
1206,A1,1,5,20.5599640,-98.2084320
1207,A1,1,1,20.5599880,-98.1384880
1208,A1,1,16,20.4928370,-98.2371950
1209,A1,1,15,20.5599560,-98.1574180
1210,A1,1,3,20.4634150,-98.1985430
1211,A1,1,14,20.5710280,-98.2113940
1212,A1,1,7,20.5337840,-98.2110500
1213,A1,1,1,20.5391820,-98.2516310
1214,A1,2,2,20.5366900,-98.2108240
1215,A1,1,9,20.5860470,-98.2053580
1216,A1,1,2,20.5530510,-98.2129050
1217,A1,1,1,20.5562040,-98.1913770
1218,A1,1,6,20.5499700,-98.1848820
1219,A1,1,8,20.5361620,-98.2085300
1220,A1,1,2,20.5283430,-98.2032700
1221,A1,1,6,20.5378950,-98.1825050
1222,A1,1,1,20.5565510,-98.2170300
1223,A1,1,0,20.5778390,-98.2188860
1224,A1,1,2,20.5470510,-98.2209560
1225,A1,1,1,20.5304910,-98.2352260
1226,A1,1,2,20.5299930,-98.2042180
1227,A1,1,1,20.5526160,-98.1917750
1228,A1,1,28,20.5687740,-98.2230590
1229,A1,1,2,20.5376250,-98.1844350
1230,A1,1,2,20.5392640,-98.2175110
1231,A1,1,6,20.5679190,-98.2234040
1232,A1,1,2,20.5599950,-98.2034530
1233,A1,1,32,20.4958300,-98.1164690
1234,A1,1,11,20.5360820,-98.2339980
1235,A1,1,15,20.5339980,-98.2090010
1236,A1,1,3,20.5484490,-98.1816910
1237,A1,1,2,20.5163840,-98.1697170
1238,A1,1,2,20.5163840,-98.1787170
1239,A1,1,4,20.5457110,-98.2072700
1240,A1,1,18,20.5671300,-98.2071260
1241,A1,1,1,20.5582320,-98.1790040
1242,A1,1,57,20.5497630,-98.2212540
